User_ID,Age,Gender,Height_cm,Previous_Weight_kg,Current_Weight_kg,Target_Weight_kg,Goal_Type,Activity_Level,BMI,BMR_kcal,TDEE_kcal,Calories_Needed_kcal,Calories_to_Burn_kcal,Daily_Calories_Intake,Calories_Burned,Steps,Workout_Minutes,Sleep_Hours,Water_Litres,Protein_g,Stress_Level,Days_to_Goal
USR0171,25,Female,156.4,62.1,60.3,46.1,Weight Loss,Sedentary,24.7,1294,1553,1140,645,1026,772,17868,2,8.2,2.9,89,Medium,265
USR0172,55,Male,190.9,89.5,91.2,99.6,Weight Gain,Lightly Active,25.0,1835,2523,2878,-152,3080,676,11720,17,8.2,1.6,155,Low,182
USR0173,25,Female,161.9,77.2,77.0,59.0,Weight Loss,Moderately Active,29.4,1496,2319,1882,582,2041,483,2551,51,10.0,2.6,93,High,317
USR0174,20,Male,180.0,71.5,74.5,68.7,Weight Loss,Very Active,23.0,1775,3062,2753,541,2585,774,2133,70,4.4,2.2,148,Medium,145
USR0175,61,Female,163.7,69.4,71.4,62.7,Weight Loss,Sedentary,26.6,1271,1525,949,694,730,394,8607,7,7.9,1.7,95,Low,116
USR0176,20,Male,186.6,97.5,98.9,76.0,Weight Loss,Moderately Active,28.4,2060,3193,2764,716,2703,955,13103,36,4.6,1.6,171,Medium,411
USR0177,39,Female,159.3,72.3,74.5,74.5,Maintenance,Lightly Active,29.4,1385,1904,1904,205,2060,682,12205,39,9.1,2.8,132,Low,0
USR0178,23,Male,167.5,78.1,78.9,78.9,Maintenance,Very Active,28.1,1726,2977,2977,450,2948,1499,13454,88,7.6,1.8,106,High,0
USR0179,19,Female,166.4,63.4,65.5,65.5,Maintenance,Moderately Active,23.7,1439,2230,2230,256,2202,853,15474,42,5.9,2.1,84,Medium,0
USR0180,40,Male,178.0,83.2,81.8,70.7,Weight Loss,Lightly Active,25.8,1736,2387,2025,518,1933,520,8599,26,7.9,1.6,108,Medium,236
USR0181,61,Male,184.0,54.9,52.5,42.5,Weight Loss,Sedentary,15.5,1375,1650,1186,672,1145,693,15372,11,6.3,1.8,73,Low,166
USR0182,19,Male,179.1,91.8,92.5,103.5,Weight Gain,Sedentary,28.8,1954,2345,2646,-218,2773,276,7124,12,7.4,2.1,123,High,281
USR0183,55,Female,163.6,70.1,69.7,69.7,Maintenance,Moderately Active,26.0,1284,1990,1990,102,2003,340,3060,35,7.2,2.4,121,High,0
USR0184,34,Female,157.4,72.8,72.4,51.2,Weight Loss,Lightly Active,29.2,1377,1893,1294,818,1264,730,12699,32,9.1,0.6,111,Medium,273
USR0185,52,Male,177.4,96.9,97.1,97.1,Maintenance,Lightly Active,30.9,1825,2509,2509,176,2607,588,9384,25,9.2,2.2,158,High,0
USR0186,51,Female,171.3,91.2,90.4,90.4,Maintenance,Very Active,30.8,1559,2689,2689,422,2700,1405,16048,59,6.3,1.8,112,Low,0
USR0187,40,Female,167.6,60.7,61.5,61.5,Maintenance,Lightly Active,21.9,1302,1790,1790,205,1933,683,12214,33,8.3,3.0,116,High,0
USR0188,47,Female,159.0,72.2,69.4,58.5,Weight Loss,Moderately Active,27.5,1292,2003,1520,733,1418,833,16039,30,7.4,4.0,93,Medium,174
USR0189,25,Female,165.8,64.3,67.1,58.1,Weight Loss,Sedentary,24.4,1421,1705,1217,579,1258,304,4186,8,5.3,2.0,100,High,142
USR0190,39,Male,176.6,97.6,100.1,87.8,Weight Loss,Sedentary,32.1,1915,2298,1735,650,1868,289,4665,19,6.2,1.2,126,Medium,168
USR0191,61,Male,162.4,55.7,58.3,40.0,Weight Loss,Lightly Active,22.1,1298,1785,1296,527,1529,128,5170,17,9.8,2.3,76,Low,288
USR0192,53,Female,173.9,55.8,55.0,41.1,Weight Loss,Moderately Active,18.2,1211,1877,1509,603,1345,783,12919,51,7.4,2.1,95,Medium,291
USR0193,22,Female,149.8,66.2,66.4,42.7,Weight Loss,Lightly Active,29.6,1329,1827,1386,688,1360,823,17296,31,8.2,3.4,116,Low,414
USR0194,30,Female,166.9,66.7,69.4,69.4,Maintenance,Very Active,24.9,1426,2460,2460,405,2263,1349,13527,83,6.7,3.2,121,Medium,0
USR0195,46,Male,183.3,85.3,87.7,80.7,Weight Loss,Lightly Active,26.1,1798,2472,1895,660,1750,275,4646,17,6.4,2.7,144,Medium,93
USR0196,48,Male,168.7,95.4,97.1,89.5,Weight Loss,Lightly Active,34.1,1790,2461,2090,482,2093,370,2595,29,7.0,1.8,191,Low,158
USR0197,64,Female,160.9,62.1,61.5,72.2,Weight Gain,Very Active,23.8,1140,1966,2324,68,2020,1420,17583,84,6.7,2.6,99,High,230
USR0198,33,Female,166.7,75.4,75.8,81.3,Weight Gain,Lightly Active,27.3,1474,2027,2511,-380,2574,347,6106,27,5.2,2.4,118,High,88
USR0199,59,Female,175.0,57.3,59.1,59.1,Maintenance,Lightly Active,19.3,1229,1690,1690,186,1774,620,12566,28,5.8,2.3,83,High,0
USR0200,47,Female,160.0,44.9,43.5,26.7,Weight Loss,Sedentary,17.0,1039,1247,920,419,909,307,7817,15,7.8,1.3,56,Medium,396
USR0201,33,Female,156.5,68.9,69.7,75.3,Weight Gain,Moderately Active,28.5,1349,2091,2404,-128,2278,616,5421,56,6.5,2.8,114,Medium,138
USR0202,29,Male,176.5,83.0,85.0,92.7,Weight Gain,Moderately Active,27.3,1813,2810,3169,-25,3132,1114,16714,57,7.0,2.3,123,Medium,165
USR0203,34,Male,193.3,64.0,65.2,52.1,Weight Loss,Sedentary,17.4,1695,2034,1478,616,1795,201,4278,8,7.3,2.1,106,Low,181
USR0204,33,Female,168.3,69.1,69.0,69.0,Maintenance,Lightly Active,24.4,1416,1947,1947,63,1869,211,3164,19,7.4,1.8,94,High,0
USR0205,29,Female,158.4,82.0,82.5,76.9,Weight Loss,Moderately Active,32.9,1509,2339,1984,513,1866,526,2617,52,8.4,1.7,154,High,121
USR0206,25,Male,184.0,104.7,107.6,84.7,Weight Loss,Very Active,31.8,2106,3633,3125,969,2778,1537,15052,58,5.7,2.4,215,Medium,347
USR0207,37,Male,177.4,64.4,65.0,47.0,Weight Loss,Lightly Active,20.7,1579,2171,1605,779,1762,711,14336,32,7.7,1.2,95,High,245
USR0208,20,Female,159.4,70.0,71.7,51.9,Weight Loss,Very Active,28.2,1452,2505,2032,622,1846,498,2450,52,7.9,2.7,134,Medium,322
USR0209,33,Male,156.0,84.9,86.3,81.2,Weight Loss,Lightly Active,35.5,1678,2307,1815,706,1828,712,11990,28,8.2,1.6,164,Medium,80
USR0210,47,Male,179.8,82.8,84.0,84.0,Maintenance,Sedentary,26.0,1734,2081,2081,201,2397,670,14778,7,5.3,1.0,168,High,0
USR0211,62,Female,168.7,80.6,81.9,65.1,Weight Loss,Sedentary,28.8,1402,1682,1180,606,1235,346,9372,17,7.3,3.3,121,Medium,258
USR0212,40,Female,164.4,65.2,64.9,64.9,Maintenance,Lightly Active,24.0,1316,1810,1810,58,1864,194,3892,15,9.1,1.7,117,Medium,0
USR0213,45,Female,161.4,61.0,60.8,66.8,Weight Gain,Lightly Active,23.3,1231,1693,2022,-205,1973,414,7528,20,6.9,1.8,84,Medium,140
USR0214,57,Male,193.2,82.6,82.4,66.3,Weight Loss,Very Active,22.1,1752,3022,2691,669,2738,1127,4454,84,7.6,2.9,140,Medium,375
USR0215,22,Female,153.0,57.4,54.6,32.5,Weight Loss,Lightly Active,23.3,1231,1693,1391,517,1402,716,15362,25,7.9,3.3,96,Medium,563
USR0216,37,Male,174.1,83.2,81.6,87.0,Weight Gain,Lightly Active,26.9,1724,2370,2772,-207,2853,651,12414,25,5.8,1.3,146,Medium,103
USR0217,57,Male,162.9,99.7,97.6,110.5,Weight Gain,Sedentary,36.8,1714,2057,2434,-317,2072,200,5808,3,9.2,1.6,133,Medium,263
USR0218,61,Female,153.2,52.0,54.3,45.7,Weight Loss,Moderately Active,23.1,1034,1603,1166,610,1223,578,11476,44,7.6,1.7,102,Low,152
USR0219,18,Female,157.3,74.3,72.9,51.6,Weight Loss,Very Active,29.5,1461,2520,2214,711,2279,1350,12719,76,7.6,2.8,112,Medium,536
USR0220,47,Female,161.1,80.3,78.1,78.1,Maintenance,Lightly Active,30.1,1392,1914,1914,61,2296,202,3757,17,5.0,3.2,107,High,0
USR0221,38,Female,157.7,66.6,64.3,52.6,Weight Loss,Lightly Active,25.9,1278,1757,1223,620,1222,286,2222,39,8.0,1.6,105,Low,169
USR0222,37,Female,145.1,55.2,56.4,56.4,Maintenance,Sedentary,26.8,1125,1350,1350,184,1383,613,14556,14,7.6,3.0,107,Low,0
USR0223,23,Male,179.3,94.7,91.7,98.1,Weight Gain,Lightly Active,28.5,1928,2651,3117,-271,3176,651,8953,36,8.9,1.8,181,Low,106
USR0224,39,Male,181.1,103.4,103.2,96.6,Weight Loss,Sedentary,31.5,1974,2369,1793,711,1857,450,9036,16,6.6,2.4,186,High,88
USR0225,35,Male,185.9,48.1,45.8,30.9,Weight Loss,Lightly Active,13.3,1450,1994,1658,488,1473,507,11092,16,5.8,1.4,55,Medium,341
USR0226,25,Male,167.0,76.7,78.8,66.6,Weight Loss,Moderately Active,28.3,1712,2654,2305,586,2428,791,15206,40,6.2,2.1,103,High,269
USR0227,56,Female,170.7,49.7,52.5,52.5,Maintenance,Moderately Active,18.0,1151,1784,1784,100,1646,333,4365,38,6.4,2.1,66,Medium,0
USR0228,49,Male,174.0,84.8,87.6,65.1,Weight Loss,Lightly Active,28.9,1724,2370,1795,806,1856,769,14672,22,5.7,2.0,112,Medium,301
USR0229,50,Female,156.1,53.4,53.1,34.1,Weight Loss,Lightly Active,21.8,1096,1507,974,616,845,277,3609,25,8.5,2.4,80,Medium,274
USR0230,33,Female,164.8,70.0,70.9,76.3,Weight Gain,Moderately Active,26.1,1413,2190,2554,-78,2521,953,14913,57,8.6,1.6,104,Low,114
USR0231,29,Female,163.4,60.3,60.9,41.2,Weight Loss,Moderately Active,22.8,1324,2052,1726,559,1655,777,13482,52,6.8,1.7,79,Medium,465
USR0232,55,Female,165.8,56.9,56.0,43.7,Weight Loss,Sedentary,20.4,1160,1392,907,601,870,386,9221,4,6.5,2.5,107,Medium,195
USR0233,51,Female,156.1,79.5,79.2,79.2,Maintenance,Moderately Active,32.5,1352,2096,2096,69,2084,230,3223,31,4.8,3.0,134,Low,0
USR0234,31,Male,169.0,74.0,71.4,55.3,Weight Loss,Lightly Active,25.0,1620,2228,1769,548,1825,297,3907,37,7.8,2.2,131,Medium,270
USR0235,53,Male,186.9,84.4,86.2,86.2,Maintenance,Sedentary,24.7,1770,2124,2124,247,2110,823,16978,13,9.0,2.5,129,Low,0
USR0236,50,Female,166.8,78.8,77.2,77.2,Maintenance,Sedentary,27.7,1404,1685,1685,161,1816,538,11554,1,6.2,2.7,118,Low,0
USR0237,40,Male,177.4,73.7,73.5,57.5,Weight Loss,Very Active,23.4,1649,2845,2268,948,2188,1238,12943,71,6.9,2.7,107,Low,214
USR0238,62,Male,183.4,84.0,83.9,63.5,Weight Loss,Lightly Active,24.9,1680,2310,1892,590,1956,572,7810,39,7.5,1.6,130,Medium,376
USR0239,19,Female,166.9,60.2,60.6,48.2,Weight Loss,Very Active,21.8,1393,2403,1913,815,1788,1082,14161,76,9.1,1.7,102,Low,195
USR0240,58,Male,179.4,110.2,112.1,126.1,Weight Gain,Lightly Active,34.8,1957,2691,3071,-222,3338,528,8448,27,7.2,1.8,179,Low,284
USR0241,38,Female,167.8,43.3,44.5,31.3,Weight Loss,Lightly Active,15.8,1143,1572,1096,610,1161,447,9966,19,7.2,3.4,83,Low,214
USR0242,19,Female,158.1,77.4,78.4,78.4,Maintenance,Moderately Active,31.4,1516,2350,2350,292,2245,975,16063,47,7.2,2.5,151,Medium,0
USR0243,44,Female,167.8,55.0,55.2,62.4,Weight Gain,Sedentary,19.6,1220,1464,1894,-289,2154,470,11460,11,5.3,2.5,87,Medium,129
USR0244,26,Male,178.7,77.1,74.7,56.0,Weight Loss,Lightly Active,23.4,1739,2391,1826,728,1904,544,6937,36,5.3,2.4,104,High,255
USR0245,18,Male,186.1,85.4,84.8,95.6,Weight Gain,Lightly Active,24.5,1926,2648,3040,-254,2936,461,7748,28,6.0,1.4,166,High,212
USR0246,28,Female,166.4,88.6,91.3,75.0,Weight Loss,Very Active,33.0,1652,2850,2449,730,2429,1098,3231,81,8.2,3.4,163,Low,313
USR0247,20,Male,168.2,98.5,101.5,101.5,Maintenance,Lightly Active,35.9,1971,2710,2710,269,2539,896,14260,38,6.6,2.5,174,Low,0
USR0248,40,Female,155.0,78.3,79.7,89.2,Weight Gain,Lightly Active,33.2,1405,1932,2407,-288,2236,622,11939,36,6.4,2.6,143,Low,154
USR0249,43,Female,154.5,66.7,65.1,42.2,Weight Loss,Lightly Active,27.3,1241,1706,1119,760,1300,575,12750,22,6.3,1.1,82,High,300
USR0250,21,Female,156.4,57.1,54.7,42.6,Weight Loss,Moderately Active,22.4,1258,1950,1614,596,1479,865,15570,51,6.8,2.7,69,Medium,277
USR0251,35,Male,174.9,99.6,99.1,99.1,Maintenance,Sedentary,32.4,1914,2297,2297,218,2096,728,17739,3,9.0,2.0,131,Low,0
USR0252,23,Male,179.9,70.9,73.0,87.3,Weight Gain,Lightly Active,22.6,1744,2398,2732,-84,2827,835,16498,35,6.8,1.4,96,Low,330
USR0253,52,Female,155.2,66.1,67.4,67.4,Maintenance,Lightly Active,28.0,1223,1682,1682,66,1931,219,2737,25,6.1,1.6,104,Medium,0
USR0254,39,Male,191.0,78.5,80.8,61.8,Weight Loss,Moderately Active,22.1,1812,2809,2436,564,2610,636,6436,51,7.0,1.4,107,Low,392
USR0255,60,Male,169.2,92.6,93.3,84.2,Weight Loss,Lightly Active,32.6,1696,2332,2021,411,2365,334,4979,27,9.1,1.4,176,High,225
USR0256,32,Female,163.2,60.9,58.7,52.3,Weight Loss,Lightly Active,22.0,1286,1768,1385,639,1748,853,17935,24,6.4,2.2,98,Medium,129
USR0257,39,Female,160.2,56.4,54.1,60.1,Weight Gain,Moderately Active,21.1,1186,1838,2317,-288,2182,637,12143,31,5.6,2.0,81,Medium,96
USR0258,54,Female,159.4,52.7,50.0,34.8,Weight Loss,Very Active,19.7,1065,1837,1409,675,1362,823,11973,47,6.4,2.4,63,Medium,273
USR0259,59,Female,156.1,51.7,52.1,33.1,Weight Loss,Moderately Active,21.4,1041,1614,1159,559,923,347,2529,58,7.2,3.2,87,Low,322
USR0260,29,Male,159.7,60.9,59.4,68.5,Weight Gain,Lightly Active,23.3,1452,1996,2488,-302,2314,634,14321,21,7.8,2.1,77,Medium,142
USR0261,64,Female,157.1,60.7,62.1,50.9,Weight Loss,Moderately Active,25.2,1122,1739,1405,508,1566,579,9141,36,8.2,0.9,111,Medium,258
USR0262,59,Female,163.5,61.7,62.8,52.1,Weight Loss,Very Active,23.5,1194,2060,1739,537,1781,720,6418,56,5.7,2.1,116,Medium,257
USR0263,55,Male,178.9,104.4,103.3,83.7,Weight Loss,Lightly Active,32.3,1881,2586,2030,774,2248,726,11396,30,5.9,2.9,169,Medium,271
USR0264,35,Female,159.7,63.2,61.3,65.1,Weight Gain,Lightly Active,24.0,1275,1753,2080,-256,1950,238,3986,22,6.6,2.1,81,High,89
USR0265,62,Female,168.7,71.5,69.1,49.8,Weight Loss,Sedentary,24.3,1274,1529,1150,435,1068,186,2346,16,7.8,3.1,126,Low,392
USR0266,52,Female,166.0,61.2,62.6,49.9,Weight Loss,Very Active,22.7,1242,2142,1745,609,1834,708,7825,45,5.5,2.5,91,Medium,246
USR0267,47,Female,164.2,69.2,68.9,48.5,Weight Loss,Lightly Active,25.6,1319,1814,1421,475,1579,274,3215,29,6.3,1.1,95,Low,400
USR0268,41,Female,165.0,84.0,82.9,88.9,Weight Gain,Sedentary,30.4,1494,1793,2260,-286,2015,605,15890,4,6.3,2.3,131,Medium,99
USR0269,59,Male,178.9,63.1,65.2,65.2,Maintenance,Lightly Active,20.4,1480,2035,2035,209,1999,698,12960,29,8.1,2.4,126,Low,0
USR0270,47,Male,188.6,77.7,78.3,59.6,Weight Loss,Moderately Active,22.0,1732,2685,2238,676,2298,763,10045,52,7.6,2.8,113,Medium,322
USR0271,31,Female,158.2,74.7,74.8,58.6,Weight Loss,Lightly Active,29.9,1421,1954,1614,472,1731,440,7798,23,8.1,3.3,144,Low,367
USR0272,23,Female,162.3,85.0,86.5,86.5,Maintenance,Moderately Active,32.8,1603,2485,2485,340,2632,1133,17605,50,8.6,2.7,108,Low,0
USR0273,20,Female,157.9,52.1,54.0,54.0,Maintenance,Moderately Active,21.7,1266,1962,1962,90,1951,301,2244,41,6.6,2.5,68,Medium,0
USR0274,33,Female,169.0,46.6,47.7,55.3,Weight Gain,Lightly Active,16.7,1207,1660,2080,-248,1895,573,12917,21,5.6,2.6,84,Medium,139
USR0275,24,Female,150.1,67.0,66.6,66.6,Maintenance,Moderately Active,29.6,1323,2051,2051,255,1762,850,16119,37,5.6,2.1,90,High,0
USR0276,31,Female,165.4,65.8,65.1,75.9,Weight Gain,Lightly Active,23.8,1369,1882,2234,-221,2207,437,9058,32,4.8,1.3,95,Medium,236
USR0277,26,Female,164.4,75.4,77.0,91.0,Weight Gain,Very Active,28.5,1506,2598,2971,111,2928,1614,17058,84,6.4,2.2,101,Medium,289
USR0278,32,Female,163.7,73.6,73.7,58.9,Weight Loss,Moderately Active,27.5,1439,2230,1700,788,1581,859,13243,48,6.5,2.4,108,Medium,215
USR0279,38,Female,169.2,66.6,67.8,56.9,Weight Loss,Very Active,23.7,1384,2387,1874,702,2008,630,2132,61,7.9,1.5,97,Low,164
USR0280,52,Female,160.0,79.6,81.9,61.5,Weight Loss,Lightly Active,32.0,1398,1922,1401,761,1229,799,17556,17,7.0,3.0,147,Low,301
USR0281,19,Female,163.8,58.8,61.3,61.3,Maintenance,Lightly Active,22.8,1381,1899,1899,244,1800,814,17245,15,6.4,2.8,108,Low,0
USR0282,44,Male,182.9,99.1,97.8,97.8,Maintenance,Sedentary,29.2,1906,2287,2287,84,2462,281,3370,10,6.9,1.4,192,Low,0
USR0283,19,Male,169.7,73.0,71.1,85.5,Weight Gain,Lightly Active,24.7,1682,2313,2714,-193,2598,692,12288,36,5.8,3.0,127,Low,277
USR0284,52,Male,168.7,95.8,94.4,81.9,Weight Loss,Very Active,33.2,1743,3007,2678,681,2726,1172,3087,84,8.2,2.0,166,High,293
USR0285,35,Female,152.6,49.5,51.0,45.8,Weight Loss,Lightly Active,21.9,1128,1551,1024,679,1023,506,11839,23,6.1,1.7,90,High,76
USR0286,31,Male,162.0,75.5,74.7,54.5,Weight Loss,Sedentary,28.5,1610,1932,1365,698,1401,437,12083,7,5.6,2.8,142,High,274
USR0287,37,Male,175.7,94.3,92.3,74.8,Weight Loss,Sedentary,29.9,1841,2209,1694,635,1826,401,11912,3,8.0,2.2,133,High,262
USR0288,35,Female,161.2,45.1,42.7,51.8,Weight Gain,Lightly Active,16.4,1098,1510,1971,-267,2020,647,15415,22,7.7,3.3,61,Medium,152
USR0289,27,Male,163.8,85.7,84.7,84.7,Maintenance,Sedentary,31.6,1741,2089,2089,46,1881,152,6002,4,4.9,1.7,152,Low,0
USR0290,42,Female,153.3,76.9,74.7,53.7,Weight Loss,Lightly Active,31.8,1334,1834,1494,537,1311,658,12452,19,8.0,1.2,103,Medium,476
USR0291,19,Male,174.1,89.3,87.2,69.2,Weight Loss,Moderately Active,28.8,1870,2898,2308,925,2352,1116,15828,53,6.1,2.0,168,High,235
USR0292,42,Male,183.3,115.7,116.8,120.3,Weight Gain,Lightly Active,34.8,2109,2900,3362,-300,3224,539,10310,16,6.6,2.7,190,Medium,58
USR0293,50,Female,166.3,69.8,66.9,56.8,Weight Loss,Moderately Active,24.2,1297,2010,1466,736,1609,639,4903,58,7.2,1.6,96,Medium,143
USR0294,53,Male,184.7,76.9,74.6,74.6,Maintenance,Lightly Active,21.9,1640,2255,2255,173,2301,578,13000,20,7.7,1.4,136,Low,0
USR0295,48,Male,175.5,121.8,123.9,106.5,Weight Loss,Moderately Active,40.2,2101,3257,2786,687,2529,721,8822,33,7.5,2.3,180,Medium,284
USR0296,31,Female,162.9,72.2,74.3,68.0,Weight Loss,Sedentary,28.0,1445,1734,1223,541,1506,100,2894,17,6.9,1.3,146,Medium,95
USR0297,18,Female,170.9,60.1,59.1,40.0,Weight Loss,Very Active,20.2,1408,2429,2033,643,1978,824,3265,83,6.5,2.4,117,Medium,371
USR0298,63,Male,174.6,71.0,68.5,52.6,Weight Loss,Moderately Active,22.5,1466,2272,1695,785,1664,693,8423,58,7.5,2.0,119,High,212
USR0299,33,Female,168.4,61.5,62.7,75.4,Weight Gain,Lightly Active,22.1,1354,1862,2335,-244,2398,765,16759,20,6.9,2.5,81,Low,207
USR0300,63,Male,173.6,91.0,90.2,79.4,Weight Loss,Sedentary,29.9,1677,2012,1617,444,1604,162,2362,4,9.2,1.4,127,High,211
USR0301,20,Male,182.6,90.0,87.3,70.4,Weight Loss,Sedentary,26.2,1919,2303,1994,444,2138,449,9164,3,7.7,3.0,141,Low,421
USR0302,52,Female,165.1,64.6,62.5,57.0,Weight Loss,Moderately Active,22.9,1236,1916,1535,601,1382,734,11965,41,5.9,2.1,118,High,111
USR0303,58,Female,155.3,68.2,66.0,59.7,Weight Loss,Moderately Active,27.4,1180,1829,1464,676,1636,1036,17665,47,6.4,2.7,89,Medium,133
USR0304,23,Female,153.6,78.5,79.0,59.3,Weight Loss,Lightly Active,33.5,1474,2027,1712,545,1814,768,16028,29,7.1,2.8,101,Medium,482
USR0305,42,Female,174.0,74.7,77.1,65.7,Weight Loss,Lightly Active,25.5,1488,2046,1598,741,1482,977,17845,31,8.6,1.5,97,Low,196
USR0306,30,Female,160.8,68.0,69.8,74.7,Weight Gain,Very Active,27.0,1392,2401,2872,-211,2910,868,10505,49,8.7,2.7,112,Medium,80
USR0307,51,Female,160.7,79.1,79.4,79.4,Maintenance,Very Active,30.7,1382,2384,2384,375,2566,1251,7632,89,6.5,1.3,151,High,0
USR0308,25,Male,180.2,101.0,100.5,86.6,Weight Loss,Moderately Active,30.9,2011,3117,2738,526,2816,490,3706,36,5.9,1.4,124,Low,282
USR0309,38,Female,151.6,51.5,52.2,46.2,Weight Loss,Lightly Active,22.7,1118,1537,951,736,973,500,9334,17,5.7,3.4,72,Low,79
USR0310,51,Male,173.7,102.4,102.1,91.1,Weight Loss,Moderately Active,33.8,1857,2878,2545,674,2638,1138,13657,57,7.3,2.9,179,Low,254
USR0311,21,Male,183.9,97.3,95.8,80.3,Weight Loss,Moderately Active,28.3,2007,3111,2719,648,2825,855,8913,48,9.8,3.4,178,Low,304
USR0312,42,Male,167.7,77.9,79.0,92.7,Weight Gain,Lightly Active,28.1,1633,2245,2738,-248,2662,817,15374,31,7.6,2.0,146,Low,214
USR0313,32,Male,166.3,72.9,75.1,75.1,Maintenance,Sedentary,27.2,1635,1962,1962,177,1986,590,14559,5,5.1,2.3,137,Medium,0
USR0314,21,Female,179.4,102.8,102.0,113.7,Weight Gain,Moderately Active,31.7,1875,2906,3212,-7,3339,997,15348,33,6.1,2.5,133,Low,294
USR0315,62,Female,159.6,72.5,74.5,61.8,Weight Loss,Sedentary,29.2,1272,1526,1116,645,1136,783,17375,19,6.3,2.2,113,Medium,239
USR0316,29,Female,173.1,64.5,64.1,49.0,Weight Loss,Sedentary,21.4,1417,1700,1264,567,1156,437,11981,2,6.0,1.8,127,High,267
USR0317,49,Male,168.2,81.7,81.1,81.1,Maintenance,Moderately Active,28.7,1622,2514,2514,258,2556,861,16678,30,6.5,1.7,161,Medium,0
USR0318,49,Male,167.6,52.2,49.4,26.9,Weight Loss,Moderately Active,17.6,1302,2018,1513,612,1454,356,4393,35,7.4,2.3,83,Low,343
USR0319,45,Male,172.1,61.7,62.9,46.5,Weight Loss,Very Active,21.2,1485,2562,2037,920,2124,1318,13802,86,7.8,1.6,111,Medium,241
USR0320,30,Male,168.4,77.6,79.4,79.4,Maintenance,Lightly Active,28.0,1702,2340,2340,202,2554,672,10126,31,8.3,1.5,156,Medium,0
USR0321,48,Female,165.3,67.0,68.0,75.0,Weight Gain,Very Active,24.9,1312,2263,2623,-193,2725,556,5694,46,7.6,2.4,106,Low,150
USR0322,31,Female,169.1,73.9,71.8,80.3,Weight Gain,Lightly Active,25.1,1459,2006,2434,-229,2310,662,12472,30,4.7,2.1,94,Low,153
USR0323,37,Female,174.2,65.2,62.8,38.1,Weight Loss,Moderately Active,20.7,1371,2125,1628,636,1673,464,2989,51,5.7,2.8,109,High,383
USR0324,35,Male,176.1,59.4,59.8,37.5,Weight Loss,Lightly Active,19.3,1529,2102,1761,578,1374,790,16911,22,6.8,1.9,118,Medium,504
USR0325,46,Female,160.3,78.5,77.9,61.3,Weight Loss,Sedentary,30.3,1390,1668,1220,548,1205,335,5680,15,7.2,1.9,137,Low,285
USR0326,23,Female,155.4,66.4,66.0,79.1,Weight Gain,Lightly Active,27.3,1355,1863,2201,-153,2342,618,12655,16,8.0,2.5,122,Medium,298
USR0327,49,Female,157.6,73.3,76.1,66.8,Weight Loss,Moderately Active,30.6,1340,2077,1726,568,1786,722,11096,43,7.1,1.7,117,Low,204
USR0328,46,Female,166.7,65.5,66.8,66.8,Maintenance,Sedentary,24.0,1319,1583,1583,89,1600,298,8410,4,7.1,1.8,85,High,0
USR0329,60,Male,181.2,83.1,82.6,82.6,Maintenance,Lightly Active,25.2,1664,2288,2288,234,2607,780,13236,38,7.3,1.8,110,High,0
USR0330,19,Male,163.8,75.2,72.3,57.3,Weight Loss,Lightly Active,26.9,1657,2278,1951,462,1695,450,5397,34,6.7,2.1,144,Low,353
USR0331,40,Male,157.1,97.8,95.0,71.1,Weight Loss,Sedentary,38.5,1737,2084,1666,494,1444,252,5997,1,7.1,3.3,151,Medium,440
USR0332,36,Female,165.2,67.4,68.5,54.6,Weight Loss,Moderately Active,25.1,1376,2133,1654,722,1726,810,15031,42,8.4,1.4,83,Medium,223
USR0333,48,Male,176.2,79.7,81.7,81.7,Maintenance,Very Active,26.3,1683,2903,2903,278,3038,925,2910,79,6.9,3.0,160,Medium,0
USR0334,22,Male,178.9,81.9,83.1,88.5,Weight Gain,Lightly Active,26.0,1844,2536,3019,-334,3160,496,8586,19,7.0,2.6,133,Low,86
USR0335,36,Male,176.4,81.6,81.0,90.6,Weight Gain,Moderately Active,26.0,1738,2694,3108,-144,3022,900,12799,50,7.0,3.1,151,Medium,179
USR0336,51,Male,166.5,79.5,76.7,71.0,Weight Loss,Very Active,27.7,1558,2688,2179,812,2052,1010,7981,67,8.6,4.1,126,Low,86
USR0337,27,Female,178.7,63.3,66.1,53.0,Weight Loss,Moderately Active,20.7,1482,2297,1716,799,1567,728,11937,30,5.7,3.1,85,Medium,174
USR0338,42,Female,163.1,54.1,57.0,60.5,Weight Gain,Moderately Active,21.4,1218,1888,2294,-309,2342,322,4123,38,9.1,2.8,96,Medium,66
USR0339,19,Male,165.4,69.9,70.2,48.9,Weight Loss,Sedentary,25.7,1646,1975,1618,541,1471,613,14534,15,5.6,1.4,140,Medium,459
USR0340,28,Male,173.6,89.8,87.2,95.0,Weight Gain,Lightly Active,28.9,1822,2505,2928,-330,3095,311,3851,28,6.2,1.5,107,Medium,142
USR0341,48,Male,172.8,80.0,80.2,80.2,Maintenance,Lightly Active,26.9,1647,2265,2265,252,2262,839,16915,24,7.9,2.4,150,Medium,0
USR0342,32,Male,176.8,95.6,98.0,88.1,Weight Loss,Lightly Active,31.4,1930,2654,2201,606,2095,509,8456,18,8.2,1.2,136,Medium,168
USR0343,26,Male,173.4,87.7,88.8,73.7,Weight Loss,Moderately Active,29.5,1847,2863,2562,588,2457,956,14863,49,5.3,2.6,135,Medium,386
